Date,Цена на арматуру,Индекс стоимости грузоперевозок,Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство арматуры Сортовой прокат_Прутки прочие,Производство сырья ЖРС_Агломерат,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Концентрат для дообогащения,Производство сырья ЖРС_Окатыши,Производство сырья Кокс_Кокс валовый,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Коксовые,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Металлизованная продукция_ПВЖ,Производство сырья Рядовой коксующийся уголь_Газовые,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Коксовые,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Мартен,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,Производство сырья Чугун_Чугун,ПотреблениеЖРС_Концентрат,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Концентрат для дообогащения,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Сортовой прокат_Прутки прочие,Поставки Концентрат коксующегося угля_Жирные,Поставки Концентрат коксующегося угля_Коксовые,Поставки Концентрат коксующегося угля_Отощающие,Поставки Кокс_Кокс доменный,Поставки Чугун_Литейный чугун,Поставки Чугун_Передельный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Концентрат,Поставки ЖРС_Концентрат для дообогащения,Поставки ЖРС_Окатыши,Спрос ЖРС_Аглоруда,Спрос ЖРС_Концентрат,Спрос ЖРС_Окатыши,Спрос Металлизованная продукция_ГБЖ,Спрос Кокс_Кокс доменный,Спрос Концентрат коксующегося угля_Жирные,Спрос Концентрат коксующегося угля_Коксовые,Импорт сырья ЖРС_Концентрат,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Коксовые,Импорт арматуры Сортовой прокат_Арматура,Импорт арматуры Сортовой прокат_Катанка,Импорт арматуры Сортовой прокат_Прутки прочие,Экспорт сырья ЖРС_Концентрат,Экспорт сырья ЖРС_Окатыши,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Кокс_Мелочь коксовая,Экспорт сырья Кокс_Орешек коксовый,Экспорт сырья Концентрат коксующегося угля_Жирные,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,Экспорт арматуры Сортовой прокат_Прутки прочие
2017-09-11,-0.4043145142824335,-0.4633323547792091,-0.5439650522062067,-0.8270754344044244,0.9015112886306859,0.780512886234545,1.4626226566764193,-0.6805102444461707,-0.6215282233224594,-1.979011969247453,0.9548408638205799,-0.7583821220635261,0.643999678740271,-0.3982866140116946,-0.1698561904901198,-0.06489461004062672,-0.09875760470095118,-1.119135249059243,0.47533085282196097,-0.049273889907100236,-0.1782859675062328,1.2693440000617813,-0.13657773021810152,-0.22750422363686512,-0.20161110543995528,-0.7472217439933669,0.48273604049759045,-0.4048575832262503,-0.039150965975418076,1.6945839559194986,-0.05467911803271324,-1.3103338617739573,0.45785498286735465,-1.1856325255876698,1.1610111628979303,0.31298127493282507,-0.2973115340398917,-0.19207418734624968,0.06178573037980522,0.48127259223093755,1.6901783200432157,-1.0245573727544843,-0.04024871231896643,-0.6405691111195818,1.688951927882343,-0.7427032569890223,-0.35794241758354123,2.4311687749696986,-0.14293837586073047,-0.6275365397863392,0.6439387409509131,0.31107909060762357,0.551774529914868,0.815863185910566,0.7768226607853447,-0.5561362969551982,1.160879504048383,-1.240916780056346,-0.9619817458972216,-1.4151939194089784,-1.082939602134124,-1.1775510179778845,-0.7622686561821204,-1.4654975606954892,-0.6544885796178086,-1.3731555368106723,0.032209985107457484,0.8164539934939581
2017-09-18,-0.4655011931994805,-0.5409135862771232,-0.5439650522062067,-0.8270754344044244,0.9015112886306859,0.780512886234545,1.4626226566764193,-0.6805102444461707,-0.6215282233224594,-1.979011969247453,0.9548408638205799,-0.7583821220635261,0.643999678740271,-0.3982866140116946,-0.1698561904901198,-0.06489461004062672,-0.09875760470095118,-1.119135249059243,0.47533085282196097,-0.049273889907100236,-0.1782859675062328,1.2693440000617813,-0.13657773021810152,-0.22750422363686512,-0.20161110543995528,-0.7472217439933669,0.48273604049759045,-0.4048575832262503,-0.039150965975418076,1.6945839559194986,-0.05467911803271324,-1.3103338617739573,0.45785498286735465,-1.1856325255876698,1.1610111628979303,0.31298127493282507,-0.2973115340398917,-0.19207418734624968,0.06178573037980522,0.48127259223093755,1.6901783200432157,-1.0245573727544843,-0.04024871231896643,-0.6405691111195818,1.688951927882343,-0.7427032569890223,-0.35794241758354123,2.4311687749696986,-0.14293837586073047,-0.6275365397863392,0.6439387409509131,0.31107909060762357,0.551774529914868,0.815863185910566,0.7768226607853447,-0.5561362969551982,1.160879504048383,-1.240916780056346,-0.9619817458972216,-1.4151939194089784,-1.082939602134124,-1.1775510179778845,-0.7622686561821204,-1.4654975606954892,-0.6544885796178086,-1.3731555368106723,0.032209985107457484,0.8164539934939581
2017-09-25,-0.4655011931994805,-0.5322934494440216,-0.5439650522062067,-0.8270754344044244,0.9015112886306859,0.780512886234545,1.4626226566764193,-0.6805102444461707,-0.6215282233224594,-1.979011969247453,0.9548408638205799,-0.7583821220635261,0.643999678740271,-0.3982866140116946,-0.1698561904901198,-0.06489461004062672,-0.09875760470095118,-1.119135249059243,0.47533085282196097,-0.049273889907100236,-0.1782859675062328,1.2693440000617813,-0.13657773021810152,-0.22750422363686512,-0.20161110543995528,-0.7472217439933669,0.48273604049759045,-0.4048575832262503,-0.039150965975418076,1.6945839559194986,-0.05467911803271324,-1.3103338617739573,0.45785498286735465,-1.1856325255876698,1.1610111628979303,0.31298127493282507,-0.2973115340398917,-0.19207418734624968,0.06178573037980522,0.48127259223093755,1.6901783200432157,-1.0245573727544843,-0.04024871231896643,-0.6405691111195818,1.688951927882343,-0.7427032569890223,-0.35794241758354123,2.4311687749696986,-0.14293837586073047,-0.6275365397863392,0.6439387409509131,0.31107909060762357,0.551774529914868,0.815863185910566,0.7768226607853447,-0.5561362969551982,1.160879504048383,-1.240916780056346,-0.9619817458972216,-1.4151939194089784,-1.082939602134124,-1.1775510179778845,-0.7622686561821204,-1.4654975606954892,-0.6544885796178086,-1.3731555368106723,0.032209985107457484,0.8164539934939581
2017-10-02,-0.564929546439682,-0.6443552282743419,-0.16205410473695375,-0.26176384476692743,0.9447332939863891,1.1915196475371357,1.2359114496890629,-0.7061638131798236,-0.5922904201627273,-0.8329614215789223,0.9647982930117137,-0.7974930164339695,0.643999678740271,0.2923109511447871,-0.4973100426460598,-3.322815073462376,0.872315412499255,-1.0358918658980407,0.7443830487120754,-1.1550187497252111,0.23833308617436644,1.072693060084982,0.16541193583234004,-0.16703025748163444,0.24556974221215552,0.07550907607909652,0.08216783668044131,-0.7471891352206136,0.37935935996870945,1.2177529726521072,0.47013276136248516,-0.5948426185813689,0.24480389464272415,-0.670511006823282,1.6146607574670653,0.4113792573784533,1.4257902921858192,0.7159128801087492,1.231515577376114,0.08157857398122396,1.2308046435553688,0.16010257929351746,0.37779848006617506,-0.9075889525482338,1.229779160296244,0.07847481088156898,-0.7108433926659066,1.1887837746006338,1.7179971802642455,-0.3317984555878099,1.4844737777741945,-0.13557743445302414,0.19922027409587242,0.18028437441469441,1.3707291510487387,-0.493296037412238,1.160879504048383,-0.8723978048254494,-0.4274810417185601,-1.4151939194089784,-1.082939602134124,-1.1775510179778845,-1.2742368019417314,-0.777234615434221,-0.6544885796178086,-1.2569663123144474,0.26954671747819614,1.0805635279367938
2017-10-09,-0.6031712207628364,-0.5926344072757326,-0.16205410473695375,-0.26176384476692743,0.9447332939863891,1.1915196475371357,1.2359114496890629,-0.7061638131798236,-0.5922904201627273,-0.8329614215789223,0.9647982930117137,-0.7974930164339695,0.643999678740271,0.2923109511447871,-0.4973100426460598,-3.322815073462376,0.872315412499255,-1.0358918658980407,0.7443830487120754,-1.1550187497252111,0.23833308617436644,1.072693060084982,0.16541193583234004,-0.16703025748163444,0.24556974221215552,0.07550907607909652,0.08216783668044131,-0.7471891352206136,0.37935935996870945,1.2177529726521072,0.47013276136248516,-0.5948426185813689,0.24480389464272415,-0.670511006823282,1.6146607574670653,0.4113792573784533,1.4257902921858192,0.7159128801087492,1.231515577376114,0.08157857398122396,1.2308046435553688,0.16010257929351746,0.37779848006617506,-0.9075889525482338,1.229779160296244,0.07847481088156898,-0.7108433926659066,1.1887837746006338,1.7179971802642455,-0.3317984555878099,1.4844737777741945,-0.13557743445302414,0.19922027409587242,0.18028437441469441,1.3707291510487387,-0.493296037412238,1.160879504048383,-0.8723978048254494,-0.4274810417185601,-1.4151939194089784,-1.082939602134124,-1.1775510179778845,-1.2742368019417314,-0.777234615434221,-0.6544885796178086,-1.2569663123144474,0.26954671747819614,1.0805635279367938
2017-10-16,-0.6949512391384068,-0.7908975544370686,-0.16205410473695375,-0.26176384476692743,0.9447332939863891,1.1915196475371357,1.2359114496890629,-0.7061638131798236,-0.5922904201627273,-0.8329614215789223,0.9647982930117137,-0.7974930164339695,0.643999678740271,0.2923109511447871,-0.4973100426460598,-3.322815073462376,0.872315412499255,-1.0358918658980407,0.7443830487120754,-1.1550187497252111,0.23833308617436644,1.072693060084982,0.16541193583234004,-0.16703025748163444,0.24556974221215552,0.07550907607909652,0.08216783668044131,-0.7471891352206136,0.37935935996870945,1.2177529726521072,0.47013276136248516,-0.5948426185813689,0.24480389464272415,-0.670511006823282,1.6146607574670653,0.4113792573784533,1.4257902921858192,0.7159128801087492,1.231515577376114,0.08157857398122396,1.2308046435553688,0.16010257929351746,0.37779848006617506,-0.9075889525482338,1.229779160296244,0.07847481088156898,-0.7108433926659066,1.1887837746006338,1.7179971802642455,-0.3317984555878099,1.4844737777741945,-0.13557743445302414,0.19922027409587242,0.18028437441469441,1.3707291510487387,-0.493296037412238,1.160879504048383,-0.8723978048254494,-0.4274810417185601,-1.4151939194089784,-1.082939602134124,-1.1775510179778845,-1.2742368019417314,-0.777234615434221,-0.6544885796178086,-1.2569663123144474,0.26954671747819614,1.0805635279367938
2017-10-23,-0.8479179364310244,-0.8943391964342873,-0.16205410473695375,-0.26176384476692743,0.9447332939863891,1.1915196475371357,1.2359114496890629,-0.7061638131798236,-0.5922904201627273,-0.8329614215789223,0.9647982930117137,-0.7974930164339695,0.643999678740271,0.2923109511447871,-0.4973100426460598,-3.322815073462376,0.872315412499255,-1.0358918658980407,0.7443830487120754,-1.1550187497252111,0.23833308617436644,1.072693060084982,0.16541193583234004,-0.16703025748163444,0.24556974221215552,0.07550907607909652,0.08216783668044131,-0.7471891352206136,0.37935935996870945,1.2177529726521072,0.47013276136248516,-0.5948426185813689,0.24480389464272415,-0.670511006823282,1.6146607574670653,0.4113792573784533,1.4257902921858192,0.7159128801087492,1.231515577376114,0.08157857398122396,1.2308046435553688,0.16010257929351746,0.37779848006617506,-0.9075889525482338,1.229779160296244,0.07847481088156898,-0.7108433926659066,1.1887837746006338,1.7179971802642455,-0.3317984555878099,1.4844737777741945,-0.13557743445302414,0.19922027409587242,0.18028437441469441,1.3707291510487387,-0.493296037412238,1.160879504048383,-0.8723978048254494,-0.4274810417185601,-1.4151939194089784,-1.082939602134124,-1.1775510179778845,-1.2742368019417314,-0.777234615434221,-0.6544885796178086,-1.2569663123144474,0.26954671747819614,1.0805635279367938
2017-10-30,-1.0238296383175347,-0.8684787859349826,-0.16205410473695375,-0.26176384476692743,0.9447332939863891,1.1915196475371357,1.2359114496890629,-0.7061638131798236,-0.5922904201627273,-0.8329614215789223,0.9647982930117137,-0.7974930164339695,0.643999678740271,0.2923109511447871,-0.4973100426460598,-3.322815073462376,0.872315412499255,-1.0358918658980407,0.7443830487120754,-1.1550187497252111,0.23833308617436644,1.072693060084982,0.16541193583234004,-0.16703025748163444,0.24556974221215552,0.07550907607909652,0.08216783668044131,-0.7471891352206136,0.37935935996870945,1.2177529726521072,0.47013276136248516,-0.5948426185813689,0.24480389464272415,-0.670511006823282,1.6146607574670653,0.4113792573784533,1.4257902921858192,0.7159128801087492,1.231515577376114,0.08157857398122396,1.2308046435553688,0.16010257929351746,0.37779848006617506,-0.9075889525482338,1.229779160296244,0.07847481088156898,-0.7108433926659066,1.1887837746006338,1.7179971802642455,-0.3317984555878099,1.4844737777741945,-0.13557743445302414,0.19922027409587242,0.18028437441469441,1.3707291510487387,-0.493296037412238,1.160879504048383,-0.8723978048254494,-0.4274810417185601,-1.4151939194089784,-1.082939602134124,-1.1775510179778845,-1.2742368019417314,-0.777234615434221,-0.6544885796178086,-1.2569663123144474,0.26954671747819614,1.0805635279367938
2017-11-06,-1.138554661286998,-0.8857190596011857,-0.49235546471036173,-0.3846576686011659,-0.0061508238390810075,-0.2940469595806622,0.7999283593287619,-1.3603298158879722,-0.18296117592647757,-0.9589010422018378,0.3275228247791445,-0.5770497936187426,0.02757305056959724,-0.8781933965780633,-0.0607049064381398,-1.3680627954093263,-0.4149209126265997,-1.2460814083800762,0.611926583043096,-1.391596719732807,-0.49075025776668224,0.9743675900965825,-0.6499601625038521,-0.7944476563421526,-0.42229775752800996,-0.9692284732192697,0.6963724158667366,-0.8068981268475375,-1.078676614288251,1.106492409889716,-0.3579037594610501,-1.4609635971829233,-0.447612142087325,-0.3127877299035682,0.7147984469282894,-0.5726005670778291,0.07381809007026144,-1.1000612548012485,-0.09417824921970261,0.6944427352974515,1.1199213423341645,-0.9749900107441076,-1.0651386033277004,-0.857805592281875,1.1189443543271858,-0.9599461320870623,-0.7612578176776731,0.9187000788682284,0.2675621144609554,0.05985468294537754,0.42504940844485023,-0.2249087394651537,-0.15333398172312313,1.0144815645030258,1.3707291510487387,0.009426038931443947,0.43532981401814363,-1.1236607424828788,0.8590497229905437,-1.4151939194089784,-1.082939602134124,-1.1775510179778845,-0.8320824942402492,-0.7072417735432446,-0.6544885796178086,-0.617925577585211,0.8120306771827417,0.42028969182970466
2017-11-13,-0.9473462896712259,-0.8512385122687794,-0.49235546471036173,-0.3846576686011659,-0.0061508238390810075,-0.2940469595806622,0.7999283593287619,-1.3603298158879722,-0.18296117592647757,-0.9589010422018378,0.3275228247791445,-0.5770497936187426,0.02757305056959724,-0.8781933965780633,-0.0607049064381398,-1.3680627954093263,-0.4149209126265997,-1.2460814083800762,0.611926583043096,-1.391596719732807,-0.49075025776668224,0.9743675900965825,-0.6499601625038521,-0.7944476563421526,-0.42229775752800996,-0.9692284732192697,0.6963724158667366,-0.8068981268475375,-1.078676614288251,1.106492409889716,-0.3579037594610501,-1.4609635971829233,-0.447612142087325,-0.3127877299035682,0.7147984469282894,-0.5726005670778291,0.07381809007026144,-1.1000612548012485,-0.09417824921970261,0.6944427352974515,1.1199213423341645,-0.9749900107441076,-1.0651386033277004,-0.857805592281875,1.1189443543271858,-0.9599461320870623,-0.7612578176776731,0.9187000788682284,0.2675621144609554,0.05985468294537754,0.42504940844485023,-0.2249087394651537,-0.15333398172312313,1.0144815645030258,1.3707291510487387,0.009426038931443947,0.43532981401814363,-1.1236607424828788,0.8590497229905437,-1.4151939194089784,-1.082939602134124,-1.1775510179778845,-0.8320824942402492,-0.7072417735432446,-0.6544885796178086,-0.617925577585211,0.8120306771827417,0.42028969182970466
